번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
2198,과자류,복숭아향 고리모양젤리,10,3.34,0.78,0.05,0,0.6,0.4,0,0,0,2017
2199,과자류,복숭아향 트위스트,10,12,2.9,0.1,0.1,1.4,4.5,0,0,0,2013
2200,과자류,복숭아향 트위스트,10,3.16,0.76,0.03,0.03,0.37,1.18,0,0,0,2017
2201,과자류,복숭아향 하트모양 젤리,10,5.04,1.18,0.08,0,0.93,0.6,0,0,0,2013
2202,과자류,복숭아향 하트모양 젤리,10,3.36,0.79,0.05,0,0.6,0.4,0,0,0,2017
2203,과자류,"볶음밥,김치볶음밥, 김치볶음밥(동원산업)",100,138,24.5,3.6,2.9,0,677,0,0,0,2006
2204,과자류,"볶음밥,김치볶음밥, 김치볶음밥(동원산업)",100,138,24.5,3.6,2.9,N/A,677,N/A,N/A,N/A,2017
2205,과자류,"볶음밥,잡채볶음밥, 잡채볶음밥(동원산업)",100,132,21.4,3,3.8,0,648,0,0,0,2006
2206,과자류,"볶음밥,잡채볶음밥, 잡채볶음밥(동원산업)",100,132,21.4,3,3.8,N/A,648,N/A,N/A,N/A,2017
2207,과자류,"볶음밥,콩나물볶음밥, 콩나물볶음밥(동원산업)",100,151,31.4,4.1,1,0,648,0,0,0,2006
2208,과자류,"볶음밥,콩나물볶음밥, 콩나물볶음밥(동원산업)",100,151,31.4,4.1,1,N/A,648,N/A,N/A,N/A,2017
2209,과자류,본보네띠 본스틱,30,36,5.1,0.6,1.41,2.04,11.4,0,0.33,0,2013
2210,과자류,본보네띠 본스틱,30,43.2,6.12,0.72,1.69,2.45,13.68,0,0.4,0,2017
2211,과자류,볼우반,30,159,14.4,2.4,10.2,0.51,120,1.5,5.64,0.03,2013
2212,과자류,볼우반,30,47.7,4.32,0.72,3.06,0.15,36,0.45,1.69,0.01,2017
2213,과자류,볼제너뮬러 유기농 다크초콜릿 쿠키,30,64.72,7.45,0.96,3.45,3.08,13.12,0,1.72,0,2013
2214,과자류,볼제너뮬러 유기농 다크초콜릿 쿠키,30,44.13,5.08,0.65,2.35,2.12,8.95,0,1.17,0,2017
2215,과자류,볼제너뮬러 유기농 밀 튀밥,30,27.66,6.3,0.48,0.06,3.6,0,0,0,0,2013
2216,과자류,볼제너뮬러 유기농 밀 튀밥,30,33.19,7.56,0.58,0.07,4.32,0,0,0,0,2017
2217,과자류,볼제너뮬러 유기농 콘플레이크,30,26.04,6,0.51,0,0.3,60,0,0,0,2013
2218,과자류,볼제너뮬러 유기농 콘플레이크,30,31.25,7.2,0.61,0,0.36,72,0,0,0,2017
2219,과자류,볼제너뮬러 유기농 통밀 동물모양 쿠키,30,69,9.28,1.23,3,3.42,0.01,0,1.37,0,2013
2220,과자류,볼제너뮬러 유기농 통밀 동물모양 쿠키,30,41.4,5.57,0.74,1.8,2.05,0.01,0,0.82,0,2017
2221,과자류,뵤도 유기농 그리씨니 클레식,30,37.5,6.3,0.9,0.96,0.3,63,0,0.48,0,2017
2222,과자류,부르본 루베라,30,48.6,5.4,0.54,2.7,3.9,19.8,0,1.5,0,2013
2223,과자류,부르본 루베라,30,48.6,5.4,0.54,2.7,3.9,19.8,0,1.5,0,2017
2224,과자류,부르본 아지고노미,30,32.55,4.32,0.64,1.41,4.2,41.37,1.11,0.39,0,2013
2225,과자류,부르본 아지고노미,30,42.46,5.63,0.84,1.84,5.6,53.96,1.45,0.51,0,2017
2226,과자류,부르본 키도리꼬,30,45,6.27,0.54,1.92,1.8,21,1.44,0.75,0,2013
2227,과자류,부르본 키도리꼬,30,45,6.27,0.54,1.92,1.8,21,1.44,0.75,0,2017
2228,과자류,부지아 세브,30,50.7,4.2,1.2,3.6,0,48.6,0,0.6,0,2013
2229,과자류,부지아 세브,30,50.7,4.2,1.2,3.6,0,48.6,0,0.6,0,2017
2230,과자류,"부침가루,부침가루, 생것,부침가루(동원산업)",100,348,75.1,8.9,1.3,0,1020,0,0,0,2006
2231,과자류,"부침가루,부침가루, 생것,부침가루(동원산업)",100,348,75.1,8.9,1.3,N/A,1020,N/A,N/A,N/A,2017
2232,과자류,부카네브,30,51.3,7.92,0.84,1.74,2.76,0.03,0,0.81,0,2013
2233,과자류,부카네브,30,41.59,6.42,0.68,1.41,2.24,0.02,0,0.66,0,2017
2234,과자류,북해도 쯔부쯔부 아즈키 모나카,30,36,8.1,0.6,0.06,7.5,4.5,0,0,0,2013
2235,과자류,북해도 쯔부쯔부 아즈키 모나카,30,28.42,6.39,0.47,0.05,5.92,3.55,0,0,0,2017
2236,과자류,불가리 딸기모양 마쉬멜로,10,5.7,1.4,0.05,0,1,0.7,0,0,0,2013
2237,과자류,불가리 딸기모양 마쉬멜로,10,3.56,0.88,0.03,0,0.55,0.44,0,0,0,2017
2238,과자류,불가리 레드 공모양 마쉬멜로,10,6.5,1.6,0.06,0,1.2,0.8,0,0,0,2013
2239,과자류,불가리 레드 공모양 마쉬멜로,10,3.61,0.89,0.03,0,0.55,0.44,0,0,0,2017
2240,과자류,불가리 레몬모양 마쉬멜로,10,5.7,1.4,0.05,0,1,0.7,0,0,0,2013
2241,과자류,불가리 레몬모양 마쉬멜로,10,3.56,0.88,0.03,0,0.55,0.44,0,0,0,2017
2242,과자류,불가리 옐로우 공모양 마쉬멜로,10,6.5,1.6,0.06,0,1.2,0.8,0,0,0,2013
2243,과자류,불가리 옐로우 공모양 마쉬멜로,10,3.61,0.89,0.03,0,0.55,0.44,0,0,0,2017
2244,과자류,불가리 오렌지모양 마쉬멜로,10,5.7,1.4,0.05,0,1,0.7,0,0,0,2013
2245,과자류,불가리 오렌지모양 마쉬멜로,10,3.56,0.88,0.03,0,0.55,0.44,0,0,0,2017
2246,과자류,불가리 화이트 공모양 마쉬멜로,10,6.5,1.6,0.06,0,1.2,0.8,0,0,0,2013
2247,과자류,불가리 화이트 공모양 마쉬멜로,10,3.61,0.89,0.03,0,0.55,0.44,0,0,0,2017
2248,과자류,불가사리모양 구미젤리,10,10,2.4,0.2,0,1.9,1.5,0,0,0,2013
2249,과자류,불가사리모양 구미젤리,10,3.33,0.8,0.07,0,0.6,0.5,0,0,0,2017
2250,과자류,뷰티플덴마크데니쉬버터쿠키,30,42.3,5.7,0.6,1.8,2.1,24,5.1,1.17,0.09,2013
2251,과자류,뷰티플덴마크데니쉬버터쿠키,30,42.3,5.7,0.6,1.8,2.1,24,5.1,1.17,0.09,2017
2252,과자류,브라고 오리지널,30,63,9.6,0.9,2.4,3,54,0,0.87,0.03,2013
2253,과자류,브라고 오리지널,30,42,6.4,0.6,1.6,2,36,0,0.58,0.02,2017
2254,과자류,브라고 폴콘,30,61.5,9,0.9,2.4,2.7,54,0,0.87,0.01,2013
2255,과자류,브라고 폴콘,30,41,6,0.6,1.6,1.8,36,0,0.58,0.01,2017
2256,과자류,브라우니,30,58.2,7.2,0.6,3,3.3,10.5,0,1.8,0,2013
2257,과자류,브라우니,30,45.95,5.68,0.47,2.37,2.61,8.29,0,1.42,0,2017
2258,과자류,브라우니 쿠키,30,45.67,5.4,0.45,2.47,3.38,21.38,0,0.9,0,2017
2259,과자류,브라운바나나칩,30,44.4,3.6,3,1.2,1.2,90,0,0.3,0,2013
2260,과자류,브라운바나나칩,30,26.64,2.16,1.8,0.72,0.72,54,0,0.18,0,2017
2261,과자류,브이셀렉트 망고푸딩젤리,10,7.6,1.63,0.02,0.11,1.6,4.6,0,0,0,2013
2262,과자류,브이셀렉트 망고푸딩젤리,10,0.47,0.1,0,0.01,0.18,0.29,0,0,0,2017
2263,과자류,브이셀렉트 믹스젤리,10,6.8,1.71,0,0,1.6,2.4,0,0,0,2013
2264,과자류,브이셀렉트 믹스젤리,10,0.43,0.11,0,0,0.6,0.15,0,0,0,2017
2265,과자류,브이셀렉트 백도젤리,10,6.3,1.56,0.01,0,1.5,2.4,0,0,0,2013
2266,과자류,브이셀렉트 백도젤리,10,0.39,0.1,0,0,0.6,0.15,0,0,0,2017
2267,과자류,브이셀렉트 포도&알로에 젤리,10,6.4,1.61,0,0,1.6,2.7,0,0,0,2013
2268,과자류,브이셀렉트 포도&알로에 젤리,10,0.4,0.1,0,0,0.6,0.17,0,0,0,2017
2269,과자류,블랙 미니 바스켓,30,25.5,4.8,0.3,0.63,3,9,0,0.3,0,2013
2270,과자류,블랙 미니 바스켓,30,25.5,4.8,0.3,0.63,3,9,0,0.3,0,2017
2271,과자류,블랙 미니 콘,30,26.1,4.8,0.3,0.63,3,9,0,0.3,0,2013
2272,과자류,블랙 미니 콘,30,26.1,4.8,0.3,0.63,0.25,9,0,0.3,0,2017
2273,과자류,블랙 타르트 쉘,30,31.5,3.9,0.6,1.5,1.2,5.4,8.1,0.99,0,2013
2274,과자류,블랙 타르트 쉘,30,31.5,3.9,0.6,1.5,1.2,5.4,8.1,0.99,0,2017
2275,과자류,블록형 캔디,10,5,1.3,0,0,1.3,0,0,0,0,2013
2276,과자류,블록형 캔디,10,3.57,0.93,0,0,0.75,0,0,0,0,2017
2277,과자류,블루 페퍼민트 캔디,10,6,1.5,0,0,1,2,0,0,0,2013
2278,과자류,블루 페퍼민트 캔디,10,3.75,0.94,0,0,0.75,1.25,0,0,0,2017
2279,과자류,블루라스베리향타피,30,25.5,5.7,0,0.3,3.3,0,0,0,0,2013
2280,과자류,블루라스베리향타피,30,36.43,8.14,0,0.43,4.71,0,0,0,0,2017
2281,과자류,블루베리 아몬드 버터쿠키,30,46.2,5.4,0.72,2.4,1.5,33.6,0.9,1.5,0,2013
2282,과자류,블루베리 아몬드 버터쿠키,30,46.2,5.4,0.72,2.4,1.5,33.6,0.9,1.5,0,2017
2283,과자류,블루베리맛요거트푸딩,100,80,18,1,0,11,60,0,0,0,2013
2284,과자류,블루베리맛요거트푸딩,100,114.29,25.71,1.43,0,17.78,85.71,0,0,0,2017
2285,과자류,블루베리잼쿠키,30,33,4.8,0.3,1.41,2.4,0,0,0.72,0,2013
2286,과자류,블루베리잼쿠키,30,41.25,6,0.38,1.76,3,0,0,0.9,0,2017
2287,과자류,블루베리향 태피,30,16.5,3.3,0,0.3,2.1,25.5,0,0.15,0,2013
2288,과자류,블루베리향 태피,30,35.36,7.07,0,0.64,4.5,54.64,0,0.32,0,2017
2289,과자류,블리스풀 초콜릿티 브라우니,30,33,5.4,0.6,2.4,0,34.5,0,1.2,0,2013
2290,과자류,블리스풀 초콜릿티 브라우니,30,33,5.4,0.6,2.4,1.9,34.5,0,1.2,0,2017
2291,과자류,비단박하(크라운제과),100,394.4,98.17,0.08,0.07,54.92,2.69,0,0,0,2015
2292,과자류,비단박하(크라운제과),10,3.94,0.98,0,0,0.64,0.03,0,0,0,2017
2293,과자류,비달악어모양구미,10,10.8,2.5,0.2,0,1.7,1.5,0,0,0,2013
2294,과자류,비달악어모양구미,10,3.38,0.78,0.06,0,0.6,0.47,0,0,0,2017
2295,과자류,비달프라이계란모양,10,7.6,1.8,0.1,0,1.2,1,0,0,0,2013
2296,과자류,비달프라이계란모양,10,3.3,0.78,0.04,0,0.6,0.43,0,0,0,2017
2297,과자류,비스카다이제스티브,30,69,9.9,1.2,3,2.7,75,0,1.35,0,2013
2298,과자류,비스카다이제스티브,30,41.4,5.94,0.72,1.8,1.62,45,0,0.81,0,2017
2299,과자류,비스카야채크래커,30,43.8,6,1.5,1.5,1.5,45,0,0.6,0,2013
2300,과자류,비스카야채크래커,30,39.82,5.45,1.36,1.36,1.36,40.91,0,0.55,0,2017
2301,과자류,비스카초코칩쿠키,30,37.8,4.8,0.3,1.8,3,25.2,0,0.33,0,2013
2302,과자류,비스카초코칩쿠키,30,42,5.33,0.33,2,3.33,28,0,0.37,0,2017
2303,과자류,비스코토 초콜릿향 바닐라향 카푸치노향 와퍼스틱,30,43.8,6.3,0.6,1.8,3.9,7.5,0,0.9,0,2013
2304,과자류,비스코토 초콜릿향 바닐라향 카푸치노향 와퍼스틱,30,43.8,6.3,0.6,1.8,3.9,7.5,0,0.9,0,2017
2305,과자류,비스킷 셀렉션,30,43.8,6.06,0.66,1.89,3,30,0,1.26,0,2013
2306,과자류,비스킷 셀렉션,30,43.8,6.06,0.66,1.89,3,30,0,1.26,0,2017
2307,과자류,비스킷 위드 캔디드오렌지필 앤 코코아,30,36.6,6.9,0.6,0.72,4.2,3.6,5.7,0.15,0,2013
2308,과자류,비스킷 위드 캔디드오렌지필 앤 코코아,30,36.6,6.9,0.6,0.72,2.22,3.6,5.7,0.15,0,2017
2309,과자류,"비스킷 위드 헤이즐넛,코코아",30,43.8,6.3,0.6,1.8,3.9,6.3,0,0.6,0,2013
2310,과자류,"비스킷 위드 헤이즐넛,코코아",30,43.8,6.3,0.6,1.8,3.9,6.3,0,0.6,0,2017
2311,과자류,"비스킷,비스킷, 비스켓(KFC)",70,224.7,25.2,4.97,12.53,0,700,0,0,0,2006
2312,과자류,"비스킷,비스킷, 비스켓(KFC)",70,157.29,17.64,3.48,8.77,3.56,490,N/A,N/A,N/A,2017
2313,과자류,비스킷위드 아몬드앤밀크초콜릿,30,48,6.9,0.3,2.1,3.6,3,10.5,0.75,0,2013
2314,과자류,비스킷위드 아몬드앤밀크초콜릿,30,48,6.9,0.3,2.1,3.6,3,10.5,0.75,0,2017
2315,과자류,비엔나 산드링게,30,40.2,4.5,0.6,2.1,1.8,13.5,3.6,1.2,0,2013
2316,과자류,비엔나 산드링게,30,48.24,5.4,0.72,2.52,2.16,16.2,4.32,1.44,0,2017
2317,과자류,비엔나 커피 와퍼,30,41.4,5.7,0.6,1.8,3.3,9,0,1.5,0,2013
2318,과자류,비엔나 커피 와퍼,30,41.4,5.7,0.6,1.8,3.3,9,0,1.5,0,2017
2319,과자류,비엔씨 비스켓 엔 쿠키 브리젤,30,47.1,5.22,0.54,2.67,1.71,46.5,1.05,1.56,0,2013
2320,과자류,비엔씨 비스켓 엔 쿠키 브리젤,30,45.58,5.05,0.52,2.58,1.66,45,1.02,1.51,0,2017
2321,과자류,비타민C젤리 포도(오리온),10,33.56,7.64,0.72,0.01,6.07,5.84,0,0,0,2012
2322,과자류,비타민C젤리 포도(오리온),10,30.51,6.95,0.65,0.01,0.6,5.31,0,0,0,2017
2323,과자류,비타민이 좋아하는 해남산 단호박쿠키(오리온),30,148.15,20.08,1.29,7.23,5.77,85.72,5.28,4.03,0.05,2012
2324,과자류,비타민이 좋아하는 해남산 단호박쿠키(오리온),30,158.73,21.51,1.38,7.75,1.73,91.85,5.66,4.32,0.05,2017
2325,과자류,비터코코아비스킷,30,49.5,8.7,0.6,2.1,3,31.8,2.7,0.9,0,2013
2326,과자류,비터코코아비스킷,30,45,7.91,0.55,1.91,2.73,28.91,2.45,0.82,0,2017
2327,과자류,빅샌드 딸기맛(크라운제과),30,153.67,20.54,1.48,7.29,8.16,78.71,2.16,4.58,0.18,2015
2328,과자류,빅샌드 딸기맛(크라운제과),30,46.1,6.16,0.44,2.19,2.45,23.61,0.65,1.37,0.05,2017
2329,과자류,빅샌드 초코맛(크라운제과),30,153.93,20.08,1.73,7.41,7.61,88.14,0.92,4.56,0.16,2015
2330,과자류,빅샌드 초코맛(크라운제과),30,46.18,6.02,0.52,2.22,2.28,26.44,0.28,1.37,0.05,2017
2331,과자류,빅카라멜콘초코(크라운제과),30,154.79,20.15,1.21,7.7,9.32,79.73,0.55,2.86,0.05,2015
2332,과자류,빅카라멜콘초코(크라운제과),30,46.44,6.05,0.36,2.31,2.8,23.92,0.16,0.86,0.01,2017
2333,과자류,빅키페그 아기 치발 과자,30,45,9,2.1,0.15,0,0,0,0,0,2013
2334,과자류,빅키페그 아기 치발 과자,30,35.53,7.11,1.66,0.12,0,0,0,0,0,2017
2335,과자류,빅토리 버터스카치 캔디,10,5.7,1.2,0,0.1,0.9,2.5,0.2,0.1,0,2013
2336,과자류,빅토리 버터스카치 캔디,10,4.38,0.92,0,0.08,0.71,1.92,0.15,0.08,0,2017
2337,과자류,빅토리 크림 커피 캔디,10,5.5,1.2,0,0.1,0.9,1.5,0.2,0.1,0,2013
2338,과자류,빅토리 크림 커피 캔디,10,4.23,0.92,0,0.08,0.75,1.15,0.15,0.08,0,2017
2339,과자류,빙고더블초코쿠키-인공초콜릿향0.3%,30,36.3,6.72,0.57,0.84,3.09,33.6,0,0.57,0,2013
2340,과자류,빙고더블초코쿠키-인공초콜릿향0.3%,30,38.89,7.2,0.61,0.9,3.31,36,0,0.61,0,2017
2341,과자류,빙고바닐라쿠키-인공바닐라향0.3%,30,36.3,6.99,0.57,0.57,3.63,35.01,1.5,0.57,0,2013
2342,과자류,빙고바닐라쿠키-인공바닐라향0.3%,30,38.89,7.49,0.61,0.61,3.89,37.51,1.61,0.61,0,2017
2343,과자류,빙그레 레몬에이드(빙그레),100,81.78,19.44,0,0.44,9.44,27.78,0,0.33,0,2012
2344,과자류,빙그레 레몬에이드(빙그레),100,45.43,10.8,0,0.25,9.44,15.43,0,0.19,0,2017
2345,과자류,빠다&치즈,30,146.4,19.8,2.1,6.6,6.3,184.2,2.1,3.6,0.06,2015
2346,과자류,빠다&치즈,30,43.92,5.94,0.63,1.98,1.18,55.26,0.63,1.08,0.02,2017
2347,과자류,빠다코코낫,100,507,66,6,24,21,244,6,16,0.2,2015
2348,과자류,빨렘방수퍼,30,45,0,0.75,2.25,0,42,0,1.5,0,2013
2349,과자류,빨렘방수퍼,30,45,0,0.75,2.25,0,42,0,1.5,0,2017
2350,과자류,"빵,곰보빵, 쵸코소보르빵(서울식품공업㈜)",70,343,51.31,6.23,12.53,0,101.5,0,0,0,2006
2351,과자류,"빵,곰보빵, 쵸코소보르빵(서울식품공업㈜)",70,240.1,35.92,4.36,8.77,3.27,71.05,N/A,N/A,N/A,2017
2352,과자류,"빵,기타, 메론맛샌드(서울식품공업㈜)",70,336.7,53.55,5.11,11.34,0,196.7,0,0,0,2006
2353,과자류,"빵,기타, 메론맛샌드(서울식품공업㈜)",70,235.69,37.49,3.58,7.94,N/A,137.69,N/A,N/A,N/A,2017
2354,과자류,"빵,기타, 스위스시트(서울식품공업㈜)",70,295.4,61.95,5.11,3.01,0,93.1,0,0,0,2006
2355,과자류,"빵,기타, 스위스시트(서울식품공업㈜)",70,206.78,43.37,3.58,2.11,N/A,65.17,N/A,N/A,N/A,2017
2356,과자류,"빵,롤빵, 콤비롤(서울식품공업㈜)",70,340.9,53.13,4.69,12.18,0,107.1,0,0,0,2006
2357,과자류,"빵,롤빵, 콤비롤(서울식품공업㈜)",70,238.63,37.19,3.28,8.53,N/A,74.97,N/A,N/A,N/A,2017
2358,과자류,"빵,롤빵, 피자롤(대림수산㈜)",70,158.2,20.86,10.85,3.5,0,238,0,0,0,2006
2359,과자류,"빵,롤빵, 피자롤(대림수산㈜)",70,110.74,14.6,7.59,2.45,N/A,166.6,N/A,N/A,N/A,2017
2360,과자류,"빵,롤빵, 화이트롤(서울식품공업㈜)",70,333.9,58.66,0.56,10.78,0,195.3,0,0,0,2006
2361,과자류,"빵,롤빵, 화이트롤(서울식품공업㈜)",70,233.73,41.06,0.39,7.55,N/A,136.71,N/A,N/A,N/A,2017
2362,과자류,"빵,식빵, 옥수수골드식빵(서울식품공업㈜)",70,195.3,26.88,6.65,6.79,0,488.6,0,0,0,2006
2363,과자류,"빵,식빵, 옥수수골드식빵(서울식품공업㈜)",70,136.71,18.82,4.66,4.75,5.25,342.02,N/A,N/A,N/A,2017
2364,과자류,"빵,식빵, 우유식빵(서울식품공업㈜)",70,312.2,57.54,6.02,6.44,0,393.4,0,0,0,2006
2365,과자류,"빵,식빵, 우유식빵(서울식품공업㈜)",70,218.54,40.28,4.21,4.51,10.5,275.38,N/A,N/A,N/A,2017
2366,과자류,"빵,식빵, 토스트식빵(서울식품공업㈜)",70,310.8,57.12,6.86,6.09,0,299.6,0,0,0,2006
2367,과자류,"빵,식빵, 토스트식빵(서울식품공업㈜)",70,217.56,39.98,4.8,4.26,0.7,209.72,N/A,N/A,N/A,2017
2368,과자류,"빵,옥수수빵, 순옥수수빵(서울식품공업㈜)",70,304.5,61.39,3.85,4.83,0,761.6,0,0,0,2006
2369,과자류,"빵,옥수수빵, 순옥수수빵(서울식품공업㈜)",70,213.15,42.97,2.69,3.38,5.36,533.12,N/A,N/A,N/A,2017
2370,과자류,"빵,초코파이류, 몽쉘통통(롯데제과)",70,349.3,33.81,3.15,22.26,0,86.1,0,0,0,2006
2371,과자류,"빵,초코파이류, 몽쉘통통(롯데제과)",70,244.51,23.67,2.2,15.58,15.31,60.27,N/A,N/A,N/A,2017
2372,과자류,"빵,초코파이류, 줌(동양제과)",70,343,37.8,2.8,20.3,0,98,0,0,0,2006
2373,과자류,"빵,초코파이류, 줌(동양제과)",70,240.1,26.46,1.96,14.21,N/A,68.6,N/A,N/A,N/A,2017
2374,과자류,"빵,초코파이류, 초코파이(동양제과)",70,297.5,44.8,2.8,11.9,0,112,0,0,0,2006
2375,과자류,"빵,초코파이류, 초코파이(동양제과)",70,208.25,31.36,1.96,8.33,16.8,78.4,N/A,N/A,N/A,2017
2376,과자류,"빵,카스텔라, 옥수수카스테라(서울식품공업㈜)",70,347.2,51.45,5.25,13.37,0,112.7,0,0,0,2006
2377,과자류,"빵,카스텔라, 옥수수카스테라(서울식품공업㈜)",70,243.04,36.01,3.67,9.36,14.7,78.89,N/A,N/A,N/A,2017
2378,과자류,"빵,카스텔라, 카스타드(롯데제과)",70,332.5,35.91,4.06,18.55,0,71.4,0,0,0,2006
2379,과자류,"빵,카스텔라, 카스타드(롯데제과)",70,232.75,25.14,2.84,12.98,12.78,49.98,N/A,N/A,N/A,2017
2380,과자류,"빵,카스텔라, 카스테라(서울식품공업㈜)",70,292.6,62.37,5.11,2.52,0,95.2,0,0,0,2006
2381,과자류,"빵,카스텔라, 카스테라(서울식품공업㈜)",70,204.82,43.66,3.58,1.76,10.21,66.64,N/A,N/A,N/A,2017
2382,과자류,"빵,카스텔라, 팥콩카스테라(서울식품공업㈜)",70,345.1,51.73,5.25,13.02,0,112,0,0,0,2006
2383,과자류,"빵,카스텔라, 팥콩카스테라(서울식품공업㈜)",70,241.57,36.21,3.67,9.11,N/A,78.4,N/A,N/A,N/A,2017
2384,과자류,"빵,팥빵, 단팥빵(서울식품공업㈜)",70,307.3,54.11,4.76,5.46,0,176.4,0,0,0,2006
2385,과자류,"빵,팥빵, 단팥빵(서울식품공업㈜)",70,215.11,37.88,3.33,3.82,7.35,123.48,N/A,N/A,N/A,2017
2386,과자류,"빵,패이스트리, 산토스페스튜리(서울식품공업㈜)",70,339.5,51.59,5.39,12.39,0,301.7,0,0,0,2006
2387,과자류,"빵,패이스트리, 산토스페스튜리(서울식품공업㈜)",70,237.65,36.11,3.77,8.67,6.59,211.19,N/A,N/A,N/A,2017
2388,과자류,"빵,패이스트리, 센스페스튜리(서울식품공업㈜)",70,347.2,51.38,5.32,13.37,0,308.7,0,0,0,2006
2389,과자류,"빵,패이스트리, 센스페스튜리(서울식품공업㈜)",70,243.04,35.97,3.72,9.36,N/A,216.09,N/A,N/A,N/A,2017
2390,과자류,"빵,패이스트리, 아놀드페스튜리(서울식품공업㈜)",70,343.7,51.94,5.32,12.74,0,305.2,0,0,0,2006
2391,과자류,"빵,패이스트리, 아놀드페스튜리(서울식품공업㈜)",70,240.59,36.36,3.72,8.92,N/A,213.64,N/A,N/A,N/A,2017
2392,과자류,"빵,패이스트리, 하모니카페스튜리(서울식품공업㈜)",70,338.1,53.13,5.25,11.62,0,300.3,0,0,0,2006
2393,과자류,"빵,패이스트리, 하모니카페스튜리(서울식품공업㈜)",70,236.67,37.19,3.67,8.13,N/A,210.21,N/A,N/A,N/A,2017
2394,과자류,"빵,호떡, 찰호떡(서울식품공업㈜)",70,325.5,55.37,5.67,9.03,0,174.3,0,0,0,2006
2395,과자류,"빵,호떡, 찰호떡(서울식품공업㈜)",70,227.85,38.76,3.97,6.32,6.64,122.01,N/A,N/A,N/A,2017
2396,과자류,"빵가루,빵가루, 생것,동원산업",70,245,50.68,8.05,1.12,0,379.4,0,0,0,2006
2397,과자류,"빵가루,빵가루, 생것,동원산업",70,171.5,35.48,5.64,0.78,2.69,265.58,N/A,N/A,N/A,2017
2398,과자류,"빵가루,빵가루, 생것,생빵가루(서울식품공업㈜)",70,287.7,59.01,9.45,1.54,0,434,0,0,0,2006
2399,과자류,"빵가루,빵가루, 생것,생빵가루(서울식품공업㈜)",70,201.39,41.31,6.61,1.08,N/A,303.8,N/A,N/A,N/A,2017
2400,과자류,"빵가루,빵가루, 생것,하이얀빵가루(서울식품공업㈜)",70,287.7,58.59,9.87,1.54,0,433.3,0,0,0,2006
2401,과자류,"빵가루,빵가루, 생것,하이얀빵가루(서울식품공업㈜)",70,201.39,41.01,6.91,1.08,N/A,303.31,N/A,N/A,N/A,2017
2402,과자류,뻥소리,30,130.5,24.9,1.2,3,9.3,51,0,1.2,0,2015
2403,과자류,뻥소리,30,39.15,7.47,0.36,0.9,1.14,15.3,0,0.36,0,2017
2404,과자류,뽀또치즈(크라운제과),30,156.65,18.69,2.02,8.2,4,152.08,1.53,5.15,0.17,2015
2405,과자류,뽀또치즈(크라운제과),30,47,5.61,0.61,2.46,1.17,45.62,0.46,1.55,0.05,2017
2406,과자류,뽀또크리미버터(크라운제과),30,154.79,19.2,1.89,7.82,7.03,128.24,2.3,4.88,0.24,2015
2407,과자류,뽀또크리미버터(크라운제과),30,46.44,5.76,0.57,2.35,1.96,38.47,0.69,1.46,0.07,2017
2408,과자류,뽀로로와 친구들 카카오(상일식품),30,146.08,21.23,2.31,5.77,6.92,120,0,2.77,0,2015
2409,과자류,뽀로로와 친구들 카카오(상일식품),30,43.82,6.37,0.69,1.73,2.08,36,0,0.83,0,2017
2410,과자류,뽀로로와 친구들 콘소메맛(빙그레),30,160.86,18,1.29,9.3,1.02,170.7,0,3,0,2015
2411,과자류,뽀로로와 친구들 콘소메맛(빙그레),30,48.26,5.4,0.39,2.79,0.31,51.21,0,0.9,0,2017
2412,과자류,뽀로로와친구들 치즈맛(상일식품),30,152.77,20.31,2.31,6.92,3.23,138.46,2.31,3.23,0,2015
2413,과자류,뽀로로와친구들 치즈맛(상일식품),30,45.83,6.09,0.69,2.08,0.97,41.54,0.69,0.97,0,2017
2414,과자류,뽕따 소다맛(빙그레),100,92.31,17.69,0,2.46,11.54,26.92,0,2.31,0,2015
2415,과자류,뽕따 소다맛(빙그레),100,92.31,17.69,0,2.46,11.54,26.92,0,2.31,0,2017
2416,과자류,뽕따 수박(빙그레),100,87.92,20.77,0,0.54,13.08,19.23,0,0.54,0,2012
2417,과자류,뽕따 수박(빙그레),100,67.63,15.98,0,0.41,13.08,14.79,0,0.41,0,2017
2418,과자류,뽕따 초코(빙그레),100,107.69,18.46,1.54,3,16.92,42.31,0,2.54,0,2015
2419,과자류,뽕따 초코(빙그레),100,107.69,18.46,1.54,3,16.92,42.31,0,2.54,0,2017
2420,과자류,뿌라우린,30,132.3,20.4,3.72,3.9,20.4,126.6,0,3.9,0,2013
2421,과자류,뿌라우린,30,39.69,6.12,1.12,1.17,6.12,37.98,0,1.17,0,2017
2422,과자류,쁘띠 초코 랑드샤,30,38.4,4.2,0.6,2.16,4.2,10.5,1.8,1.2,0,2013
2423,과자류,쁘띠 초코 랑드샤,30,48,5.25,0.75,2.7,5.25,13.12,2.25,1.5,0,2017
2424,과자류,쁘띠 초코칩,30,45.3,6,0.6,2.1,5.7,12.6,2.01,1.08,0,2013
2425,과자류,쁘띠 초코칩,30,45.3,6,0.6,2.1,5.7,12.6,2.01,1.08,0,2017
2426,과자류,쁘띠 포테이토 콩소메맛,30,39.6,3.6,0.36,2.64,3.3,30.9,0,1.17,0,2013
